interaction_id,user_id,activity_id,interaction_type,rating,event_date,weather_context,group_type,synthetic
syn_i002338,syn_u0149,osm_way_477322480,view,5,2026-04-14,sunny,family,true
syn_i002339,syn_u0149,osm_node_543989799,save,3,2025-08-11,sunny,family,true
syn_i002340,syn_u0149,osm_way_493518669,rating,5,2025-08-04,sunny,family,true
syn_i002341,syn_u0149,osm_way_986753738,visit,5,2026-07-20,sunny,family,true
syn_i002342,syn_u0149,osm_node_9316622004,save,5,2025-03-07,hot,family,true
syn_i002343,syn_u0149,osm_way_43030803,rating,5,2026-03-17,hot,family,true
syn_i002344,syn_u0149,osm_node_368169842,view,5,2025-06-21,hot,family,true
syn_i002345,syn_u0149,osm_way_386066709,visit,5,2025-03-23,mild,family,true
syn_i002346,syn_u0149,osm_way_22729467,visit,5,2025-07-26,sunny,family,true
syn_i002347,syn_u0149,osm_way_545106122,visit,5,2025-09-20,rain,family,true
syn_i002348,syn_u0149,osm_relation_6095470,save,5,2026-04-05,rain,family,true
syn_i002349,syn_u0149,osm_way_738070851,rating,5,2025-12-04,sunny,family,true
syn_i002350,syn_u0149,osm_way_423253891,view,5,2026-07-16,mild,family,true
syn_i002351,syn_u0150,osm_way_479772244,rating,4,2025-06-20,rain,couple,true
syn_i002352,syn_u0150,osm_way_1504295174,rating,3,2025-12-28,rain,couple,true
syn_i002353,syn_u0150,osm_node_8726804043,view,4,2025-02-06,hot,couple,true
syn_i002354,syn_u0150,osm_way_783141296,view,5,2025-05-16,hot,couple,true
syn_i002355,syn_u0150,osm_way_480745716,rating,4,2025-08-18,sunny,couple,true
syn_i002356,syn_u0150,osm_node_2504421568,visit,3,2026-06-24,rain,couple,true
syn_i002357,syn_u0150,osm_node_1509392935,visit,5,2026-03-18,sunny,couple,true
syn_i002358,syn_u0150,osm_way_1163474971,view,5,2025-11-19,hot,couple,true
syn_i002359,syn_u0150,osm_node_12067045169,visit,5,2025-04-06,sunny,couple,true
syn_i002360,syn_u0150,osm_way_934981913,visit,3,2025-03-02,rain,couple,true
syn_i002361,syn_u0150,osm_way_31810207,view,4,2025-06-03,hot,couple,true
syn_i002362,syn_u0150,osm_node_9607389522,rating,5,2025-11-26,mild,couple,true
syn_i002363,syn_u0150,osm_way_1462467297,rating,5,2026-05-24,mild,couple,true
syn_i002364,syn_u0150,osm_way_1035486255,visit,5,2026-03-15,sunny,couple,true
syn_i002365,syn_u0150,osm_way_132957479,save,5,2025-12-05,sunny,couple,true
syn_i002366,syn_u0150,osm_node_13743797732,visit,4,2025-07-29,rain,couple,true
syn_i002367,syn_u0150,osm_way_30929735,view,4,2026-04-21,hot,couple,true
syn_i002368,syn_u0150,osm_way_25841862,visit,3,2026-06-24,sunny,couple,true
syn_i002369,syn_u0150,osm_node_9847440888,save,3,2025-03-12,mild,couple,true
syn_i002370,syn_u0150,osm_way_44501669,rating,4,2025-10-17,mild,couple,true
syn_i002371,syn_u0151,osm_relation_7152576,rating,5,2026-05-08,sunny,couple,true
syn_i002372,syn_u0151,osm_node_3881573099,save,4,2025-06-08,hot,couple,true
syn_i002373,syn_u0151,osm_way_403536560,visit,4,2025-05-26,hot,couple,true
syn_i002374,syn_u0151,osm_way_228735419,rating,5,2025-08-24,sunny,couple,true
syn_i002375,syn_u0151,osm_node_366028613,visit,5,2025-12-30,rain,couple,true
syn_i002376,syn_u0151,osm_relation_5420999,view,5,2026-05-14,rain,couple,true
syn_i002377,syn_u0151,osm_relation_2472837,view,5,2025-02-02,hot,couple,true
syn_i002378,syn_u0151,osm_node_4639109919,view,3,2025-10-07,rain,couple,true
syn_i002379,syn_u0151,osm_way_188785890,view,4,2026-07-13,rain,couple,true
syn_i002380,syn_u0151,osm_relation_7303423,rating,5,2025-06-15,sunny,couple,true
syn_i002381,syn_u0151,osm_way_293941439,save,5,2026-03-19,mild,couple,true
syn_i002382,syn_u0151,osm_way_49734702,rating,5,2026-07-25,sunny,couple,true
syn_i002383,syn_u0151,osm_way_37057155,rating,5,2025-03-17,sunny,couple,true
syn_i002384,syn_u0151,osm_relation_7147613,view,4,2025-05-22,sunny,couple,true
syn_i002385,syn_u0151,osm_node_2158768942,view,5,2026-05-19,hot,couple,true
syn_i002386,syn_u0151,osm_way_234054122,visit,5,2025-04-10,hot,couple,true
syn_i002387,syn_u0151,osm_node_1411674845,save,3,2026-02-08,hot,couple,true
syn_i002388,syn_u0151,osm_way_254452875,save,4,2025-07-05,sunny,couple,true
syn_i002389,syn_u0151,osm_node_9959881699,visit,3,2025-04-19,hot,couple,true
syn_i002390,syn_u0152,osm_way_253631361,save,3,2025-10-06,rain,couple,true
syn_i002391,syn_u0152,osm_way_544153913,rating,4,2025-03-12,rain,couple,true
syn_i002392,syn_u0152,osm_way_398628444,visit,4,2025-04-11,mild,couple,true
syn_i002393,syn_u0152,osm_relation_6699367,save,4,2025-08-09,hot,couple,true
syn_i002394,syn_u0152,osm_way_710533829,view,4,2025-03-22,rain,couple,true
syn_i002395,syn_u0152,osm_way_1053165203,rating,5,2025-08-23,sunny,couple,true
syn_i002396,syn_u0152,osm_way_375124933,visit,4,2025-07-11,sunny,couple,true
syn_i002397,syn_u0152,osm_way_231126361,save,4,2026-06-11,rain,couple,true
syn_i002398,syn_u0152,osm_way_42862108,visit,3,2025-07-19,sunny,couple,true
syn_i002399,syn_u0152,osm_way_216488716,view,5,2025-06-15,rain,couple,true
syn_i002400,syn_u0152,osm_way_200077593,rating,4,2025-02-20,rain,couple,true
syn_i002401,syn_u0152,osm_way_207779511,rating,4,2025-02-20,mild,couple,true
syn_i002402,syn_u0152,osm_way_670586806,save,5,2026-02-08,rain,couple,true
syn_i002403,syn_u0152,osm_way_319372646,save,4,2025-05-13,hot,couple,true
syn_i002404,syn_u0153,osm_way_192718975,visit,3,2025-11-22,mild,friends,true
syn_i002405,syn_u0153,osm_way_468563694,visit,4,2026-07-21,sunny,friends,true
syn_i002406,syn_u0153,osm_way_610628256,rating,3,2026-03-22,hot,friends,true
syn_i002407,syn_u0153,osm_way_44632294,visit,4,2025-01-25,sunny,friends,true
syn_i002408,syn_u0153,osm_way_902290196,view,3,2025-02-21,rain,friends,true
syn_i002409,syn_u0153,osm_way_316386328,view,5,2025-11-07,rain,friends,true
syn_i002410,syn_u0153,osm_way_723572376,visit,4,2025-08-16,mild,friends,true
syn_i002411,syn_u0153,osm_way_1113369158,view,4,2026-01-09,rain,friends,true
syn_i002412,syn_u0153,osm_way_129843518,rating,5,2025-04-07,rain,friends,true
syn_i002413,syn_u0153,osm_way_620138009,view,4,2025-04-25,mild,friends,true
syn_i002414,syn_u0153,osm_node_4322627983,view,4,2026-03-20,sunny,friends,true
syn_i002415,syn_u0153,osm_way_543427274,view,4,2026-06-18,mild,friends,true
syn_i002416,syn_u0154,osm_node_357633977,rating,5,2025-03-04,hot,family,true
syn_i002417,syn_u0154,osm_way_1221100069,rating,5,2025-03-18,sunny,family,true
syn_i002418,syn_u0154,osm_way_351236826,visit,5,2025-07-19,sunny,family,true
syn_i002419,syn_u0154,osm_way_66374787,rating,5,2025-12-28,hot,family,true
syn_i002420,syn_u0154,osm_way_1055748588,save,5,2025-03-03,mild,family,true
syn_i002421,syn_u0154,osm_node_6261902489,visit,2,2025-12-11,rain,family,true
syn_i002422,syn_u0154,osm_node_4317415002,visit,4,2026-05-23,rain,family,true
syn_i002423,syn_u0154,osm_node_5178500823,visit,3,2026-05-07,hot,family,true
syn_i002424,syn_u0154,osm_node_9675742471,save,3,2025-12-31,sunny,family,true
syn_i002425,syn_u0154,osm_way_225336126,visit,5,2025-07-17,rain,family,true
syn_i002426,syn_u0154,osm_way_266170755,visit,3,2025-11-16,mild,family,true
syn_i002427,syn_u0154,osm_way_280642211,visit,5,2025-11-16,mild,family,true
syn_i002428,syn_u0154,osm_way_362679830,save,5,2025-09-18,sunny,family,true
syn_i002429,syn_u0154,osm_node_357650517,visit,5,2026-02-02,sunny,family,true
syn_i002430,syn_u0154,osm_way_118528233,save,5,2026-06-14,mild,family,true
syn_i002431,syn_u0154,osm_way_1290779693,view,5,2026-06-28,rain,family,true
syn_i002432,syn_u0154,osm_way_226438197,save,5,2025-02-08,rain,family,true
syn_i002433,syn_u0154,osm_way_451258411,save,5,2025-11-24,hot,family,true
syn_i002434,syn_u0154,osm_way_108235832,view,5,2026-03-03,mild,family,true
syn_i002435,syn_u0154,osm_way_118524664,rating,5,2025-10-23,hot,family,true
syn_i002436,syn_u0155,osm_way_33011519,save,3,2026-06-04,mild,family,true
syn_i002437,syn_u0155,osm_relation_1983722,rating,3,2025-08-22,rain,family,true
syn_i002438,syn_u0155,osm_way_924968635,visit,5,2025-06-05,mild,family,true
syn_i002439,syn_u0155,osm_way_118191295,rating,4,2025-04-12,sunny,family,true
syn_i002440,syn_u0155,osm_way_938650453,visit,4,2026-06-21,hot,family,true
syn_i002441,syn_u0155,osm_way_126018723,rating,4,2026-01-25,hot,family,true
syn_i002442,syn_u0155,osm_way_436423451,view,5,2026-05-11,rain,family,true
syn_i002443,syn_u0155,osm_way_948298425,save,4,2025-08-01,rain,family,true
syn_i002444,syn_u0155,osm_way_932659184,view,4,2025-04-05,sunny,family,true
syn_i002445,syn_u0155,osm_way_109829330,save,3,2025-01-30,hot,family,true
syn_i002446,syn_u0155,osm_way_573746678,view,4,2025-07-13,rain,family,true
syn_i002447,syn_u0155,osm_way_936577278,view,4,2026-07-29,sunny,family,true
syn_i002448,syn_u0155,osm_way_151813231,visit,4,2025-03-09,sunny,family,true
syn_i002449,syn_u0156,osm_node_13372634219,visit,4,2025-05-28,mild,family,true
syn_i002450,syn_u0156,osm_way_1023749526,visit,5,2026-04-29,hot,family,true
syn_i002451,syn_u0156,osm_way_785221553,save,4,2025-01-01,hot,family,true
syn_i002452,syn_u0156,osm_way_657414356,view,4,2025-07-20,sunny,family,true
syn_i002453,syn_u0156,osm_way_682913840,rating,4,2025-06-09,hot,family,true
syn_i002454,syn_u0156,osm_way_784938772,visit,4,2026-04-13,hot,family,true
syn_i002455,syn_u0156,osm_way_261314256,visit,5,2026-07-06,sunny,family,true
syn_i002456,syn_u0156,osm_node_2572265674,view,3,2025-11-12,rain,family,true
syn_i002457,syn_u0156,osm_way_1327302146,rating,4,2025-04-17,sunny,family,true
syn_i002458,syn_u0156,osm_way_705322835,save,4,2026-02-21,mild,family,true
syn_i002459,syn_u0156,osm_node_2718265372,visit,5,2026-07-31,mild,family,true
syn_i002460,syn_u0156,osm_node_3077488501,rating,4,2025-07-28,hot,family,true
syn_i002461,syn_u0156,osm_way_179820448,view,4,2025-05-29,mild,family,true
syn_i002462,syn_u0156,osm_node_6944020724,rating,5,2025-08-08,mild,family,true
syn_i002463,syn_u0157,osm_way_291695179,visit,4,2026-03-09,sunny,couple,true
syn_i002464,syn_u0157,osm_way_1216671282,visit,3,2026-07-21,mild,couple,true
syn_i002465,syn_u0157,osm_node_4898716821,view,4,2025-11-23,mild,couple,true
syn_i002466,syn_u0157,osm_relation_8468255,rating,4,2026-07-19,sunny,couple,true
syn_i002467,syn_u0157,osm_way_452935812,visit,3,2025-08-07,hot,couple,true
syn_i002468,syn_u0157,osm_way_361449425,visit,4,2026-05-05,rain,couple,true
syn_i002469,syn_u0157,osm_node_356851828,view,4,2025-10-07,sunny,couple,true
syn_i002470,syn_u0157,osm_way_452935750,visit,4,2025-09-19,sunny,couple,true
syn_i002471,syn_u0157,osm_way_246156251,view,5,2025-08-19,sunny,couple,true
syn_i002472,syn_u0157,osm_node_12521455746,view,3,2025-02-04,mild,couple,true
syn_i002473,syn_u0157,osm_way_668540065,save,4,2025-04-21,sunny,couple,true
syn_i002474,syn_u0157,osm_way_1231577381,visit,4,2025-02-20,hot,couple,true
syn_i002475,syn_u0157,osm_way_452935989,rating,4,2026-02-24,sunny,couple,true
syn_i002476,syn_u0157,osm_way_1395346435,rating,5,2025-07-11,rain,couple,true
syn_i002477,syn_u0157,osm_way_27130104,view,3,2025-02-03,sunny,couple,true
syn_i002478,syn_u0158,osm_node_359254398,view,4,2025-09-12,sunny,friends,true
syn_i002479,syn_u0158,osm_way_936528698,visit,4,2026-07-26,mild,friends,true
syn_i002480,syn_u0158,osm_way_153859930,save,5,2025-02-21,hot,friends,true
syn_i002481,syn_u0158,osm_node_9758051431,rating,3,2026-05-31,rain,friends,true
syn_i002482,syn_u0158,osm_way_1226807799,visit,5,2026-01-19,hot,friends,true
syn_i002483,syn_u0158,osm_way_144358767,rating,4,2026-06-16,sunny,friends,true
syn_i002484,syn_u0158,osm_way_934084739,visit,4,2026-06-18,mild,friends,true
syn_i002485,syn_u0158,osm_way_388610316,view,4,2026-06-15,sunny,friends,true
syn_i002486,syn_u0158,osm_way_28886539,view,5,2025-09-07,rain,friends,true
syn_i002487,syn_u0158,osm_way_935180178,rating,4,2026-06-29,mild,friends,true
syn_i002488,syn_u0158,osm_relation_12996342,visit,5,2025-09-14,hot,friends,true
syn_i002489,syn_u0158,osm_way_873093792,rating,3,2026-01-06,rain,friends,true
syn_i002490,syn_u0159,osm_node_12604907637,view,5,2025-09-07,sunny,family,true
syn_i002491,syn_u0159,osm_way_248759430,save,5,2026-04-30,hot,family,true
syn_i002492,syn_u0159,osm_relation_7672317,visit,5,2025-09-27,hot,family,true
syn_i002493,syn_u0159,osm_relation_16036393,view,4,2026-01-16,rain,family,true
syn_i002494,syn_u0159,osm_node_6488780815,rating,3,2026-05-02,sunny,family,true
syn_i002495,syn_u0159,osm_way_727000078,rating,4,2026-06-26,sunny,family,true
syn_i002496,syn_u0159,osm_relation_16064599,view,5,2026-01-14,hot,family,true
syn_i002497,syn_u0159,osm_node_8439536133,rating,4,2025-12-11,rain,family,true
syn_i002498,syn_u0159,osm_way_1170361320,visit,4,2026-04-03,rain,family,true
syn_i002499,syn_u0159,osm_node_358825835,rating,5,2025-03-29,rain,family,true
syn_i002500,syn_u0159,osm_node_8707842969,visit,5,2025-08-16,sunny,family,true
syn_i002501,syn_u0159,osm_node_5237357320,view,3,2026-05-23,sunny,family,true
syn_i002502,syn_u0159,osm_way_816392489,visit,5,2026-07-23,rain,family,true
syn_i002503,syn_u0159,osm_way_257070300,rating,5,2025-10-21,rain,family,true
syn_i002504,syn_u0159,osm_way_1381578437,visit,5,2026-02-04,rain,family,true
syn_i002505,syn_u0159,osm_way_408470213,visit,5,2026-04-19,hot,family,true
syn_i002506,syn_u0159,osm_way_1171451347,view,3,2026-03-15,rain,family,true
syn_i002507,syn_u0159,osm_way_447911040,visit,5,2025-06-24,hot,family,true
syn_i002508,syn_u0160,osm_way_265210993,save,5,2025-04-20,hot,couple,true
syn_i002509,syn_u0160,osm_way_31239818,save,5,2026-02-09,sunny,couple,true
syn_i002510,syn_u0160,osm_way_1169419989,view,4,2025-09-08,sunny,couple,true
syn_i002511,syn_u0160,osm_node_13704778260,visit,3,2025-02-15,sunny,couple,true
syn_i002512,syn_u0160,osm_node_368174501,view,4,2026-01-04,mild,couple,true
syn_i002513,syn_u0160,osm_node_11247917481,save,4,2026-05-02,mild,couple,true
syn_i002514,syn_u0160,osm_way_30141770,view,4,2025-04-08,sunny,couple,true
syn_i002515,syn_u0160,osm_way_1035486244,view,3,2026-06-17,sunny,couple,true
syn_i002516,syn_u0160,osm_way_129732428,save,5,2025-08-09,mild,couple,true
syn_i002517,syn_u0160,osm_node_368170974,rating,4,2026-05-30,rain,couple,true
syn_i002518,syn_u0160,osm_node_358793874,rating,4,2025-02-01,sunny,couple,true
syn_i002519,syn_u0160,osm_way_1431558128,rating,5,2025-01-21,mild,couple,true
syn_i002520,syn_u0160,osm_way_458898540,save,3,2025-08-27,hot,couple,true
syn_i002521,syn_u0160,osm_relation_3248316,save,4,2025-08-12,sunny,couple,true
syn_i002522,syn_u0160,osm_node_368170986,view,5,2025-12-22,mild,couple,true
syn_i002523,syn_u0160,osm_node_368170965,rating,3,2026-06-16,mild,couple,true
syn_i002524,syn_u0160,osm_way_44501385,rating,4,2026-03-02,mild,couple,true
syn_i002525,syn_u0160,osm_way_362339141,visit,4,2025-05-07,hot,couple,true
syn_i002526,syn_u0160,osm_way_816673781,save,4,2026-05-01,hot,couple,true
syn_i002527,syn_u0160,osm_node_11170882537,visit,4,2026-07-26,hot,couple,true
syn_i002528,syn_u0161,osm_way_617432918,save,4,2026-07-08,rain,friends,true
syn_i002529,syn_u0161,osm_way_539497419,rating,5,2025-07-19,sunny,friends,true
syn_i002530,syn_u0161,osm_way_125438025,visit,5,2025-07-10,mild,friends,true
syn_i002531,syn_u0161,osm_way_87450845,rating,5,2026-06-04,hot,friends,true
syn_i002532,syn_u0161,osm_way_216506690,visit,5,2025-12-08,rain,friends,true
syn_i002533,syn_u0161,osm_way_1295948579,visit,4,2025-07-13,rain,friends,true
syn_i002534,syn_u0161,osm_way_316386328,visit,5,2026-01-08,hot,friends,true
syn_i002535,syn_u0161,osm_way_210993911,view,5,2025-02-28,hot,friends,true
syn_i002536,syn_u0161,osm_way_200077593,rating,5,2025-09-08,rain,friends,true
syn_i002537,syn_u0161,osm_node_7827809742,view,5,2025-04-30,rain,friends,true
syn_i002538,syn_u0161,osm_way_190512154,view,5,2025-02-09,rain,friends,true
syn_i002539,syn_u0161,osm_way_193023238,visit,5,2026-02-23,rain,friends,true
syn_i002540,syn_u0161,osm_way_589020889,rating,5,2026-07-13,mild,friends,true
syn_i002541,syn_u0161,osm_way_769978963,save,5,2025-02-08,hot,friends,true
syn_i002542,syn_u0162,osm_relation_14390914,visit,4,2026-07-15,hot,friends,true
syn_i002543,syn_u0162,osm_way_521268455,rating,3,2025-04-18,hot,friends,true
syn_i002544,syn_u0162,osm_way_540551421,save,4,2025-05-06,rain,friends,true
syn_i002545,syn_u0162,osm_way_705323225,save,4,2026-05-30,sunny,friends,true
syn_i002546,syn_u0162,osm_way_741777384,view,4,2026-04-25,hot,friends,true
syn_i002547,syn_u0162,osm_way_32120724,visit,5,2025-08-13,hot,friends,true
syn_i002548,syn_u0162,osm_way_332786629,rating,5,2025-08-16,rain,friends,true
syn_i002549,syn_u0162,osm_way_361947218,view,3,2025-02-26,mild,friends,true
syn_i002550,syn_u0162,osm_way_555949205,save,4,2025-08-13,hot,friends,true
syn_i002551,syn_u0162,osm_way_789704463,save,3,2026-02-02,mild,friends,true
syn_i002552,syn_u0162,osm_relation_9798160,rating,4,2025-09-16,hot,friends,true
syn_i002553,syn_u0162,osm_way_148162170,view,3,2026-07-07,rain,friends,true
syn_i002554,syn_u0162,osm_way_773615753,view,5,2025-02-23,rain,friends,true
syn_i002555,syn_u0162,osm_way_864023846,rating,3,2026-03-23,rain,friends,true
syn_i002556,syn_u0162,osm_way_495569008,save,4,2026-05-04,rain,friends,true
syn_i002557,syn_u0162,osm_way_705214898,rating,4,2026-03-08,mild,friends,true
syn_i002558,syn_u0162,osm_way_803410238,rating,4,2025-11-02,sunny,friends,true
syn_i002559,syn_u0162,osm_way_1340409771,rating,4,2025-05-03,mild,friends,true
syn_i002560,syn_u0162,osm_way_972402139,visit,3,2025-09-14,sunny,friends,true
syn_i002561,syn_u0163,osm_way_162434955,visit,5,2025-04-23,rain,family,true
syn_i002562,syn_u0163,osm_node_7601752396,view,5,2025-01-29,hot,family,true
syn_i002563,syn_u0163,osm_way_430285730,rating,5,2026-06-17,hot,family,true
syn_i002564,syn_u0163,osm_node_12413411644,visit,5,2026-01-05,sunny,family,true
syn_i002565,syn_u0163,osm_node_4541428858,rating,5,2026-02-19,rain,family,true
syn_i002566,syn_u0163,osm_node_7087365640,save,5,2026-08-03,mild,family,true
syn_i002567,syn_u0163,osm_node_13654021765,rating,5,2026-06-11,sunny,family,true
syn_i002568,syn_u0163,osm_relation_20712251,visit,4,2026-07-18,hot,family,true
syn_i002569,syn_u0163,osm_way_205199776,view,5,2025-11-25,mild,family,true
syn_i002570,syn_u0163,osm_way_329568746,save,5,2026-01-23,rain,family,true
syn_i002571,syn_u0163,osm_node_3918948788,view,5,2026-01-26,mild,family,true
syn_i002572,syn_u0163,osm_way_1447224115,visit,3,2025-12-13,mild,family,true
syn_i002573,syn_u0163,osm_way_209487548,visit,5,2026-04-15,mild,family,true
syn_i002574,syn_u0163,osm_way_238497466,view,4,2025-12-25,sunny,family,true
syn_i002575,syn_u0164,osm_way_31557365,view,4,2026-07-30,mild,couple,true
syn_i002576,syn_u0164,osm_node_7159005310,rating,5,2025-06-03,sunny,couple,true
syn_i002577,syn_u0164,osm_way_210535059,view,4,2026-06-09,sunny,couple,true
syn_i002578,syn_u0164,osm_way_760594110,visit,4,2025-01-27,mild,couple,true
syn_i002579,syn_u0164,osm_node_11234336986,save,5,2026-01-22,sunny,couple,true
syn_i002580,syn_u0164,osm_way_193698047,rating,3,2026-01-10,mild,couple,true
syn_i002581,syn_u0164,osm_node_4217839176,visit,5,2025-11-16,sunny,couple,true
syn_i002582,syn_u0164,osm_way_164021899,visit,4,2026-05-18,hot,couple,true
syn_i002583,syn_u0164,osm_node_13032579940,visit,4,2025-12-12,hot,couple,true
syn_i002584,syn_u0164,osm_way_28085045,view,4,2026-02-16,hot,couple,true
syn_i002585,syn_u0164,osm_relation_5233812,rating,5,2026-01-10,rain,couple,true
syn_i002586,syn_u0164,osm_way_203672732,view,3,2025-07-25,mild,couple,true
syn_i002587,syn_u0164,osm_way_208167791,view,4,2026-02-07,rain,couple,true
syn_i002588,syn_u0165,osm_node_1364959516,rating,5,2025-09-18,rain,family,true
syn_i002589,syn_u0165,osm_way_16761472,view,3,2026-03-28,rain,family,true
syn_i002590,syn_u0165,osm_node_7706067157,visit,5,2025-03-03,rain,family,true
syn_i002591,syn_u0165,osm_way_256784864,save,5,2025-10-06,sunny,family,true
syn_i002592,syn_u0165,osm_way_37126530,rating,3,2025-02-03,hot,family,true
syn_i002593,syn_u0165,osm_way_278139342,visit,4,2026-05-04,mild,family,true
syn_i002594,syn_u0165,osm_node_8752101310,visit,2,2026-04-27,hot,family,true
syn_i002595,syn_u0165,osm_way_85687774,save,5,2026-01-28,rain,family,true
syn_i002596,syn_u0165,osm_way_261988292,visit,4,2026-06-05,rain,family,true
syn_i002597,syn_u0165,osm_way_28015862,rating,4,2026-01-22,hot,family,true
syn_i002598,syn_u0165,osm_way_941913562,rating,3,2025-08-02,hot,family,true
syn_i002599,syn_u0165,osm_way_41692824,visit,3,2025-05-31,rain,family,true
syn_i002600,syn_u0165,osm_way_827232079,visit,4,2025-02-26,sunny,family,true
syn_i002601,syn_u0165,osm_way_261142907,rating,4,2025-11-30,rain,family,true
syn_i002602,syn_u0166,osm_way_25841764,rating,5,2026-07-22,sunny,family,true
syn_i002603,syn_u0166,osm_node_6919199740,save,5,2026-06-20,hot,family,true
syn_i002604,syn_u0166,osm_way_1460488356,save,5,2025-07-10,sunny,family,true
syn_i002605,syn_u0166,osm_way_699506096,view,5,2026-04-08,sunny,family,true
syn_i002606,syn_u0166,osm_way_104946030,visit,4,2026-04-23,rain,family,true
syn_i002607,syn_u0166,osm_way_82697483,visit,4,2026-05-25,rain,family,true
syn_i002608,syn_u0166,osm_node_368171205,save,4,2025-08-29,rain,family,true
syn_i002609,syn_u0166,osm_way_1211528955,view,5,2025-12-29,rain,family,true
syn_i002610,syn_u0166,osm_way_156576278,rating,4,2025-05-16,rain,family,true
syn_i002611,syn_u0166,osm_way_1416356364,rating,5,2025-04-03,mild,family,true
syn_i002612,syn_u0166,osm_node_12688208095,rating,5,2025-03-08,rain,family,true
syn_i002613,syn_u0166,osm_way_1035486241,view,3,2026-06-02,sunny,family,true
syn_i002614,syn_u0166,osm_node_9712794717,view,5,2025-05-21,mild,family,true
syn_i002615,syn_u0166,osm_way_381012089,visit,5,2026-07-14,sunny,family,true
syn_i002616,syn_u0166,osm_node_13577371071,view,4,2025-06-25,sunny,family,true
syn_i002617,syn_u0166,osm_node_12863279602,rating,5,2025-09-16,rain,family,true
syn_i002618,syn_u0167,osm_node_368062525,visit,5,2025-08-18,mild,solo,true
syn_i002619,syn_u0167,osm_node_13150810084,visit,4,2026-02-21,hot,solo,true
syn_i002620,syn_u0167,osm_way_118524677,rating,4,2025-08-16,mild,solo,true
syn_i002621,syn_u0167,osm_node_5910442389,view,4,2025-03-14,hot,solo,true
syn_i002622,syn_u0167,osm_node_9583805197,view,4,2025-07-26,sunny,solo,true
syn_i002623,syn_u0167,osm_way_459838884,visit,4,2025-07-04,hot,solo,true
syn_i002624,syn_u0167,osm_node_6298097846,visit,3,2025-02-25,hot,solo,true
syn_i002625,syn_u0167,osm_node_484078905,visit,4,2025-05-10,rain,solo,true
syn_i002626,syn_u0167,osm_way_329041506,visit,3,2025-10-05,rain,solo,true
syn_i002627,syn_u0167,osm_way_1161847696,rating,3,2026-03-21,mild,solo,true
syn_i002628,syn_u0167,osm_node_357609349,view,4,2025-09-11,mild,solo,true
syn_i002629,syn_u0167,osm_node_5446727422,rating,3,2025-09-27,sunny,solo,true
syn_i002630,syn_u0167,osm_way_920611526,visit,4,2025-12-26,hot,solo,true
syn_i002631,syn_u0168,osm_way_1113514418,save,5,2025-10-25,sunny,solo,true
syn_i002632,syn_u0168,osm_node_1975678661,save,4,2025-09-24,hot,solo,true
syn_i002633,syn_u0168,osm_node_11077243405,save,4,2025-04-17,rain,solo,true
syn_i002634,syn_u0168,osm_node_9251094875,view,4,2025-02-05,rain,solo,true
syn_i002635,syn_u0168,osm_way_306927134,view,5,2025-12-01,rain,solo,true
syn_i002636,syn_u0168,osm_way_1326195650,save,4,2026-07-13,mild,solo,true
syn_i002637,syn_u0168,osm_way_610316047,rating,5,2026-01-05,hot,solo,true
syn_i002638,syn_u0168,osm_way_43055529,rating,3,2026-01-31,sunny,solo,true
syn_i002639,syn_u0168,osm_way_379669314,view,4,2025-08-15,hot,solo,true
syn_i002640,syn_u0168,osm_way_189768820,rating,5,2025-03-30,sunny,solo,true
syn_i002641,syn_u0168,osm_way_1116323719,visit,5,2025-07-06,rain,solo,true
syn_i002642,syn_u0168,osm_way_318062731,visit,4,2026-06-25,hot,solo,true
syn_i002643,syn_u0168,osm_way_1452723906,view,5,2025-05-23,rain,solo,true
syn_i002644,syn_u0168,osm_relation_19099570,visit,5,2025-11-24,mild,solo,true
syn_i002645,syn_u0168,osm_way_543617873,visit,5,2025-08-24,mild,solo,true
syn_i002646,syn_u0168,osm_way_396269108,save,5,2026-04-01,hot,solo,true
syn_i002647,syn_u0168,osm_node_368161992,rating,4,2025-08-08,sunny,solo,true
syn_i002648,syn_u0168,osm_way_1111550773,save,5,2026-06-29,rain,solo,true
syn_i002649,syn_u0168,osm_way_1284258635,visit,4,2026-05-04,sunny,solo,true
syn_i002650,syn_u0168,osm_way_404421913,save,4,2025-01-07,sunny,solo,true
syn_i002651,syn_u0169,osm_way_241710959,visit,5,2025-09-30,mild,couple,true
syn_i002652,syn_u0169,osm_node_12192715901,view,4,2026-04-18,mild,couple,true
syn_i002653,syn_u0169,osm_node_369059632,view,4,2025-03-26,mild,couple,true
syn_i002654,syn_u0169,osm_way_210234163,view,5,2025-03-21,sunny,couple,true
syn_i002655,syn_u0169,osm_way_804081086,save,4,2025-03-05,rain,couple,true
syn_i002656,syn_u0169,osm_node_11694516370,visit,4,2025-07-14,sunny,couple,true
syn_i002657,syn_u0169,osm_way_759759782,visit,3,2025-06-25,hot,couple,true
syn_i002658,syn_u0169,osm_way_218708296,visit,4,2025-01-26,sunny,couple,true
syn_i002659,syn_u0169,osm_way_211087378,visit,5,2026-06-19,mild,couple,true
syn_i002660,syn_u0169,osm_node_12331090391,visit,5,2025-04-26,sunny,couple,true
syn_i002661,syn_u0169,osm_way_152586235,save,5,2026-04-04,hot,couple,true
syn_i002662,syn_u0169,osm_node_12282038373,save,5,2026-05-03,hot,couple,true
