activity_id,name,category,subcategory,city,state,lat,lon,indoor_outdoor,estimated_cost_usd_min,estimated_cost_usd_max,is_estimated,typical_duration_min,group_suitability,family_kids_suitable,wheelchair,website,phone,opening_hours,source,source_id,source_url,data_quality_score
osm_relation_20458674,North Park Village Nature Center Park,park,urban_park,Chicago,IL,41.986579,-87.72365,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/north-park-village-nature-center-park,,,OpenStreetMap,relation/20458674,https://www.openstreetmap.org/relation/20458674,0.75
osm_way_401446863,North President's Court,park,urban_park,Chicago,IL,41.877127,-87.621597,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/401446863,https://www.openstreetmap.org/way/401446863,0.53
osm_way_349218419,North Shore Beach Park,park,urban_park,Chicago,IL,42.003673,-87.657211,outdoor,0,0,false,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks/North-Shore-Beach-Park/,,,OpenStreetMap,way/349218419,https://www.openstreetmap.org/way/349218419,0.95
osm_way_226916766,North Warren Park,park,urban_park,Chicago,IL,41.862262,-87.770967,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/226916766,https://www.openstreetmap.org/way/226916766,0.85
osm_relation_2914325,Northerly Island,park,urban_park,Chicago,IL,41.860199,-87.609197,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/northerly-island-park,,,OpenStreetMap,relation/2914325,https://www.openstreetmap.org/relation/2914325,0.95
osm_way_1175801225,Northern Trust open space,park,urban_park,Chicago,IL,41.880978,-87.633556,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1175801225,https://www.openstreetmap.org/way/1175801225,0.53
osm_way_27860628,Norwood Park,park,urban_park,Chicago,IL,41.986933,-87.792779,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/norwood-park,,,OpenStreetMap,way/27860628,https://www.openstreetmap.org/way/27860628,0.95
osm_way_184823966,Nottingham Park,park,urban_park,Chicago,IL,41.777062,-87.799085,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/184823966,https://www.openstreetmap.org/way/184823966,0.85
osm_way_909609687,Nottingham Park,park,urban_park,Chicago,IL,41.754886,-87.798285,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/909609687,https://www.openstreetmap.org/way/909609687,0.77
osm_way_582548211,O'Reilly Park,park,urban_park,Chicago,IL,41.814793,-87.792728,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/582548211,https://www.openstreetmap.org/way/582548211,0.77
osm_way_404275566,Oakley Park,park,urban_park,Chicago,IL,41.776367,-87.680646,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/oakley-park,,,OpenStreetMap,way/404275566,https://www.openstreetmap.org/way/404275566,0.95
osm_way_116947603,Ogden Park,park,urban_park,Chicago,IL,41.775035,-87.656829,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/ogden-william-park,,,OpenStreetMap,way/116947603,https://www.openstreetmap.org/way/116947603,0.95
osm_way_1271633426,Ogden Plaza,park,urban_park,Chicago,IL,41.890282,-87.61995,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/ogden-william-plaza-park,,,OpenStreetMap,way/1271633426,https://www.openstreetmap.org/way/1271633426,0.95
osm_way_201141089,Ohio and Harding Park,park,urban_park,Chicago,IL,41.892021,-87.724415,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/ohio-harding-park,,,OpenStreetMap,way/201141089,https://www.openstreetmap.org/way/201141089,0.95
osm_way_182197169,Ohio Park,park,urban_park,Chicago,IL,41.891661,-87.744363,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/ohio-park,,,OpenStreetMap,way/182197169,https://www.openstreetmap.org/way/182197169,0.95
osm_way_134040633,Orr Park,park,urban_park,Chicago,IL,41.894332,-87.727915,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/orr-rezin-park,,,OpenStreetMap,way/134040633,https://www.openstreetmap.org/way/134040633,0.95
osm_way_190571499,Owens Park,park,urban_park,Chicago,IL,41.751077,-87.749326,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/190571499,https://www.openstreetmap.org/way/190571499,0.73
osm_way_28292473,Oz Park,park,urban_park,Chicago,IL,41.920604,-87.645665,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/oz-park,,,OpenStreetMap,way/28292473,https://www.openstreetmap.org/way/28292473,0.95
osm_way_398407018,Packingtown Park,park,urban_park,Chicago,IL,41.80515,-87.662803,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/packingtown-park,,,OpenStreetMap,way/398407018,https://www.openstreetmap.org/way/398407018,0.95
osm_relation_5245173,Palmer Square Park,park,urban_park,Chicago,IL,41.921089,-87.70463,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,relation/5245173,https://www.openstreetmap.org/relation/5245173,0.65
osm_way_108637610,Palmisano (Henry) Park,park,urban_park,Chicago,IL,41.842943,-87.649057,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/Palmisano-Park/,,,OpenStreetMap,way/108637610,https://www.openstreetmap.org/way/108637610,0.95
osm_way_182320996,Park 399,park,urban_park,Chicago,IL,41.90729,-87.688723,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-399,,,OpenStreetMap,way/182320996,https://www.openstreetmap.org/way/182320996,0.95
osm_way_892121472,Park at 150 N Riverside,park,urban_park,Chicago,IL,41.885087,-87.638652,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/892121472,https://www.openstreetmap.org/way/892121472,0.61
osm_way_218388003,Park No. 326,park,urban_park,Chicago,IL,41.777736,-87.59346,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-326,,,OpenStreetMap,way/218388003,https://www.openstreetmap.org/way/218388003,0.95
osm_way_554771520,Park No. 414,park,urban_park,Chicago,IL,41.902816,-87.734112,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-414,,,OpenStreetMap,way/554771520,https://www.openstreetmap.org/way/554771520,0.95
osm_way_389608550,Park No. 421,park,urban_park,Chicago,IL,41.797392,-87.645624,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-421,,,OpenStreetMap,way/389608550,https://www.openstreetmap.org/way/389608550,0.95
osm_way_351241751,Park No. 422,park,urban_park,Chicago,IL,41.874854,-87.707224,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-422,,,OpenStreetMap,way/351241751,https://www.openstreetmap.org/way/351241751,0.95
osm_way_258709882,Park No. 432,park,urban_park,Chicago,IL,41.896188,-87.710778,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-432,,,OpenStreetMap,way/258709882,https://www.openstreetmap.org/way/258709882,0.95
osm_way_218388005,Park No. 437,park,urban_park,Chicago,IL,41.790652,-87.659294,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-437,,,OpenStreetMap,way/218388005,https://www.openstreetmap.org/way/218388005,0.95
osm_way_210311139,Park No. 468,park,urban_park,Chicago,IL,41.791977,-87.737488,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-468,,,OpenStreetMap,way/210311139,https://www.openstreetmap.org/way/210311139,0.95
osm_way_817967276,Park No. 474,park,urban_park,Chicago,IL,41.835509,-87.627511,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-474,,,OpenStreetMap,way/817967276,https://www.openstreetmap.org/way/817967276,0.95
osm_way_136453896,Park No. 489,park,urban_park,Chicago,IL,41.878941,-87.687206,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-489,,,OpenStreetMap,way/136453896,https://www.openstreetmap.org/way/136453896,0.95
osm_way_349610408,Park No. 500,park,urban_park,Chicago,IL,41.871223,-87.722951,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-500,,,OpenStreetMap,way/349610408,https://www.openstreetmap.org/way/349610408,0.95
osm_way_1086775958,Park No. 512,park,urban_park,Chicago,IL,41.91447,-87.668451,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-512,,,OpenStreetMap,way/1086775958,https://www.openstreetmap.org/way/1086775958,0.95
osm_way_239214073,Park No. 514,park,urban_park,Chicago,IL,41.907304,-87.718304,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks/Park-No-514/,,,OpenStreetMap,way/239214073,https://www.openstreetmap.org/way/239214073,0.95
osm_way_354937869,Park No. 519,park,urban_park,Chicago,IL,41.853944,-87.712706,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-519,,,OpenStreetMap,way/354937869,https://www.openstreetmap.org/way/354937869,0.95
osm_way_145190611,Park No. 529,park,urban_park,Chicago,IL,41.912424,-87.681876,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/Park-No-529/,,,OpenStreetMap,way/145190611,https://www.openstreetmap.org/way/145190611,0.95
osm_relation_5207874,Park No. 534,park,urban_park,Chicago,IL,41.863816,-87.712951,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-534,,,OpenStreetMap,relation/5207874,https://www.openstreetmap.org/relation/5207874,0.95
osm_way_354393959,Park No. 535,park,urban_park,Chicago,IL,41.91603,-87.648786,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-535,,,OpenStreetMap,way/354393959,https://www.openstreetmap.org/way/354393959,0.95
osm_way_346974785,Park No. 536,park,urban_park,Chicago,IL,41.907409,-87.662397,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks/Park-No-536/,,,OpenStreetMap,way/346974785,https://www.openstreetmap.org/way/346974785,0.95
osm_way_218388012,Park No. 538,park,urban_park,Chicago,IL,42.004617,-87.709863,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-538,,,OpenStreetMap,way/218388012,https://www.openstreetmap.org/way/218388012,0.95
osm_way_218162319,Park No. 540,park,urban_park,Chicago,IL,41.848346,-87.629003,outdoor,0,0,false,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-540,,,OpenStreetMap,way/218162319,https://www.openstreetmap.org/way/218162319,0.95
osm_way_350649567,Park No. 552,park,urban_park,Chicago,IL,41.938534,-87.749608,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-552,,,OpenStreetMap,way/350649567,https://www.openstreetmap.org/way/350649567,0.95
osm_way_222585190,Park No. 559,park,urban_park,Chicago,IL,41.993806,-87.654811,outdoor,0,0,false,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks/Park-No-559/,,,OpenStreetMap,way/222585190,https://www.openstreetmap.org/way/222585190,0.95
osm_relation_20255799,Park No. 566 (USX),park,urban_park,Chicago,IL,41.746542,-87.537256,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-566-usx,,,OpenStreetMap,relation/20255799,https://www.openstreetmap.org/relation/20255799,0.95
osm_way_183208920,Park No. 567,park,urban_park,Chicago,IL,41.914286,-87.682967,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-567,,,OpenStreetMap,way/183208920,https://www.openstreetmap.org/way/183208920,0.95
osm_way_183208434,Park No. 571,park,urban_park,Chicago,IL,41.843659,-87.662893,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-571,,,OpenStreetMap,way/183208434,https://www.openstreetmap.org/way/183208434,0.95
osm_way_389561163,Park No. 578,park,urban_park,Chicago,IL,41.883664,-87.674854,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-578,,,OpenStreetMap,way/389561163,https://www.openstreetmap.org/way/389561163,0.95
osm_way_1086775646,Park No. 579 - Ridgeway Trailhead,park,urban_park,Chicago,IL,41.91381,-87.719814,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-579-ridgeway-trailhead,,,OpenStreetMap,way/1086775646,https://www.openstreetmap.org/way/1086775646,0.95
osm_way_442481499,Park No. 580,park,urban_park,Chicago,IL,41.956841,-87.796068,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-580,,,OpenStreetMap,way/442481499,https://www.openstreetmap.org/way/442481499,0.95
osm_way_1086775644,Park No. 585,park,urban_park,Chicago,IL,41.783012,-87.699342,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-585,,,OpenStreetMap,way/1086775644,https://www.openstreetmap.org/way/1086775644,0.95
osm_way_736330514,Park No. 590,park,urban_park,Chicago,IL,41.822543,-87.622049,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-590,,,OpenStreetMap,way/736330514,https://www.openstreetmap.org/way/736330514,0.95
osm_way_736330516,Park No. 592,park,urban_park,Chicago,IL,41.81869,-87.613334,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-592-2,,,OpenStreetMap,way/736330516,https://www.openstreetmap.org/way/736330516,0.95
osm_way_1086775645,Park No. 593,park,urban_park,Chicago,IL,41.96381,-87.731974,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-593,,,OpenStreetMap,way/1086775645,https://www.openstreetmap.org/way/1086775645,0.95
osm_way_31632860,Park No. 598,park,urban_park,Chicago,IL,41.909691,-87.644349,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-598,,,OpenStreetMap,way/31632860,https://www.openstreetmap.org/way/31632860,0.95
osm_way_1205149453,Park No. 599,park,urban_park,Chicago,IL,41.985518,-87.670901,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1205149453,https://www.openstreetmap.org/way/1205149453,0.73
osm_way_162283901,Park Number 528,park,urban_park,Chicago,IL,41.77733,-87.73614,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-528,,,OpenStreetMap,way/162283901,https://www.openstreetmap.org/way/162283901,0.95
osm_way_346970683,Park Number 574,park,urban_park,Chicago,IL,41.878253,-87.690571,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-no-574,+1-312-746-5560,Mo-Su 06:00-21:00,OpenStreetMap,way/346970683,https://www.openstreetmap.org/way/346970683,1
osm_way_203771998,Park West Park,park,urban_park,Chicago,IL,41.928849,-87.648086,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/park-west-park,,,OpenStreetMap,way/203771998,https://www.openstreetmap.org/way/203771998,0.95
osm_way_203778553,Parkholme Park,park,urban_park,Chicago,IL,41.85588,-87.752386,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/203778553,https://www.openstreetmap.org/way/203778553,0.73
osm_way_188675618,Parkview Park,park,urban_park,Chicago,IL,41.940583,-87.723205,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/parkview-playlot-park,,,OpenStreetMap,way/188675618,https://www.openstreetmap.org/way/188675618,0.95
osm_way_182322073,Paschen Park,park,urban_park,Chicago,IL,42.009218,-87.679666,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/paschen-christian-park,,,OpenStreetMap,way/182322073,https://www.openstreetmap.org/way/182322073,0.95
osm_way_43151562,Pasteur Park,park,urban_park,Chicago,IL,41.787662,-87.731605,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/pasteur-louis-park,,,OpenStreetMap,way/43151562,https://www.openstreetmap.org/way/43151562,0.95
osm_way_329568846,Patterson Park,park,urban_park,Chicago,IL,41.87027,-87.680832,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/329568846,https://www.openstreetmap.org/way/329568846,0.61
osm_way_1387134566,Peace Garden,park,urban_park,Chicago,IL,41.958674,-87.645559,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1387134566,https://www.openstreetmap.org/way/1387134566,0.53
osm_way_356323936,Peanut Park,park,urban_park,Chicago,IL,41.883434,-87.615898,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/356323936,https://www.openstreetmap.org/way/356323936,0.57
osm_way_404403599,Periwinkle Park,park,urban_park,Chicago,IL,41.774782,-87.627971,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/periwinkle-park,,,OpenStreetMap,way/404403599,https://www.openstreetmap.org/way/404403599,0.95
osm_relation_20458675,Peterson (Pehr Samuel) Park,park,urban_park,Chicago,IL,41.988065,-87.723643,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/peterson-pehr-samuel-park,,,OpenStreetMap,relation/20458675,https://www.openstreetmap.org/relation/20458675,0.95
osm_way_317706247,Piazza Italia di Chicago,park,urban_park,Chicago,IL,41.86958,-87.662871,outdoor,0,0,true,90,large,yes,unknown,,,24/7,OpenStreetMap,way/317706247,https://www.openstreetmap.org/way/317706247,0.82
osm_relation_5240880,Ping Tom Memorial Park,park,urban_park,Chicago,IL,41.857486,-87.63438,outdoor,0,0,false,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks/Ping-Tom-Memorial-Park/,,,OpenStreetMap,relation/5240880,https://www.openstreetmap.org/relation/5240880,0.95
osm_way_131817875,Piotrowski Park,park,urban_park,Chicago,IL,41.834973,-87.73076,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/piotrowski-lillian-park,,,OpenStreetMap,way/131817875,https://www.openstreetmap.org/way/131817875,0.95
osm_way_119618599,Pleasant Point Park,park,urban_park,Chicago,IL,41.998172,-87.797801,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/pleasant-point-park,,,OpenStreetMap,way/119618599,https://www.openstreetmap.org/way/119618599,0.95
osm_way_586384143,Pohatan Park,park,urban_park,Chicago,IL,42.00953,-87.75,outdoor,0,0,true,90,large,yes,unknown,https://www.skokieparks.org/pohatan-park/,,,OpenStreetMap,way/586384143,https://www.openstreetmap.org/way/586384143,0.95
osm_way_273203457,Polk Bros Park,park,urban_park,Chicago,IL,41.891312,-87.611658,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/273203457,https://www.openstreetmap.org/way/273203457,0.65
osm_way_1283032441,Polk Street Pier,park,urban_park,Chicago,IL,41.872083,-87.634926,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1283032441,https://www.openstreetmap.org/way/1283032441,0.53
osm_way_186758551,Poplar Park,park,urban_park,Chicago,IL,41.82063,-87.620383,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/poplar-park,,,OpenStreetMap,way/186758551,https://www.openstreetmap.org/way/186758551,0.95
osm_way_208236541,Portage Park,park,urban_park,Chicago,IL,41.955066,-87.764595,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/portage-park,,,OpenStreetMap,way/208236541,https://www.openstreetmap.org/way/208236541,0.95
osm_way_27924666,Pottawattomie Park,park,urban_park,Chicago,IL,42.01579,-87.677614,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/pottawattomie-park,,06:00-23:00,OpenStreetMap,way/27924666,https://www.openstreetmap.org/way/27924666,1
osm_way_654513402,Prairie District Park,park,urban_park,Chicago,IL,41.854599,-87.620257,outdoor,0,0,true,90,large,yes,unknown,https://www.site-design.com/projects/mccormick-place-pocket-park/,,,OpenStreetMap,way/654513402,https://www.openstreetmap.org/way/654513402,0.95
osm_way_218388009,Prairie Wolf Park,park,urban_park,Chicago,IL,41.780013,-87.603191,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/prairie-wolf-park,,,OpenStreetMap,way/218388009,https://www.openstreetmap.org/way/218388009,0.95
osm_way_1167791144,Princeton Village Park,park,urban_park,Chicago,IL,41.818428,-87.635485,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1167791144,https://www.openstreetmap.org/way/1167791144,0.73
osm_way_118075731,Printers Row Park,park,urban_park,Chicago,IL,41.873363,-87.62943,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/118075731,https://www.openstreetmap.org/way/118075731,0.53
osm_way_73687739,Pritzker Park,park,urban_park,Chicago,IL,41.877417,-87.62824,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/pritzker-park,,,OpenStreetMap,way/73687739,https://www.openstreetmap.org/way/73687739,0.95
osm_way_411429525,Privet Park,park,urban_park,Chicago,IL,41.915086,-87.653532,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/privet-park,,,OpenStreetMap,way/411429525,https://www.openstreetmap.org/way/411429525,0.95
osm_way_159926372,Proksa Park,park,urban_park,Chicago,IL,41.83724,-87.799223,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/159926372,https://www.openstreetmap.org/way/159926372,0.69
osm_way_1069517871,Pryce Park,park,urban_park,Chicago,IL,41.857454,-87.790752,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1069517871,https://www.openstreetmap.org/way/1069517871,0.61
osm_way_32827284,Pulaski Park,park,urban_park,Chicago,IL,41.90612,-87.663305,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/pulaski-casimer-park,,,OpenStreetMap,way/32827284,https://www.openstreetmap.org/way/32827284,0.95
osm_way_1279388016,Railroad Junction Park,park,urban_park,Chicago,IL,41.761152,-87.604564,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/railroad-junction-park,,,OpenStreetMap,way/1279388016,https://www.openstreetmap.org/way/1279388016,0.95
osm_way_161614499,Rainbow Beach Park,park,urban_park,Chicago,IL,41.756783,-87.549442,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/rainbow-beach-park,,,OpenStreetMap,way/161614499,https://www.openstreetmap.org/way/161614499,0.95
osm_way_138140588,Rainey Park,park,urban_park,Chicago,IL,41.750345,-87.72865,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/rainey-edward-park,,,OpenStreetMap,way/138140588,https://www.openstreetmap.org/way/138140588,0.95
osm_way_1292262682,Randolph Park,park,urban_park,Chicago,IL,41.883284,-87.795029,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1292262682,https://www.openstreetmap.org/way/1292262682,0.85
osm_way_116828320,Ravenswood Manor Park,park,urban_park,Chicago,IL,41.965648,-87.700596,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/116828320,https://www.openstreetmap.org/way/116828320,0.81
osm_way_59267603,Rehm Park,park,urban_park,Chicago,IL,41.870732,-87.787821,outdoor,0,0,true,90,large,yes,unknown,https://pdop.org/parks-facilities/location/rehm-park-pool/,,,OpenStreetMap,way/59267603,https://www.openstreetmap.org/way/59267603,0.95
osm_way_240272877,Renaissance Park,park,urban_park,Chicago,IL,41.750726,-87.65605,outdoor,0,0,false,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks/Renaissance-Park/,,,OpenStreetMap,way/240272877,https://www.openstreetmap.org/way/240272877,0.95
osm_way_1306047019,Rench Park,park,urban_park,Chicago,IL,41.817893,-87.780121,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/1306047019,https://www.openstreetmap.org/way/1306047019,0.57
osm_way_28043996,Revere Park,park,urban_park,Chicago,IL,41.953052,-87.692073,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/revere-paul-park,,,OpenStreetMap,way/28043996,https://www.openstreetmap.org/way/28043996,0.95
osm_way_544582349,Rice Park,park,urban_park,Chicago,IL,41.754087,-87.762815,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/544582349,https://www.openstreetmap.org/way/544582349,0.73
osm_relation_5209321,Richard Clark Park,park,urban_park,Chicago,IL,41.943097,-87.693928,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/clark-richard-park,,,OpenStreetMap,relation/5209321,https://www.openstreetmap.org/relation/5209321,0.95
osm_way_183212356,Richard J. Daley Park,park,urban_park,Chicago,IL,41.83686,-87.686212,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/daley-richard-j-park,,,OpenStreetMap,way/183212356,https://www.openstreetmap.org/way/183212356,0.95
osm_way_236254835,Richard R. Rossi Park,park,urban_park,Chicago,IL,42.00879,-87.729533,outdoor,0,0,true,90,large,yes,unknown,https://www.lincolnwoodil.org/Facilities/Facility/Details/Richard-R-Rossi-Park-13,,,OpenStreetMap,way/236254835,https://www.openstreetmap.org/way/236254835,0.95
osm_relation_20380039,Ridgeland Commons Park,park,urban_park,Chicago,IL,41.887846,-87.787142,outdoor,0,0,true,90,large,yes,unknown,https://pdop.org/parks-facilities/location/ridgeland-common-recreation-complex/,,,OpenStreetMap,relation/20380039,https://www.openstreetmap.org/relation/20380039,0.95
osm_way_544582346,Ridgeland Park,park,urban_park,Chicago,IL,41.753957,-87.779068,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/544582346,https://www.openstreetmap.org/way/544582346,0.61
osm_way_28708758,Riis Park,park,urban_park,Chicago,IL,41.925593,-87.781843,outdoor,0,0,false,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/riis-jacob-park,,,OpenStreetMap,way/28708758,https://www.openstreetmap.org/way/28708758,0.95
osm_relation_17457548,River Esplanade,park,urban_park,Chicago,IL,41.889072,-87.618967,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/river-esplanade-park,,,OpenStreetMap,relation/17457548,https://www.openstreetmap.org/relation/17457548,0.95
osm_relation_3485584,River Park,park,urban_park,Chicago,IL,41.973951,-87.703726,outdoor,0,0,true,90,large,yes,unknown,https://www.chicagoparkdistrict.com/parks-facilities/river-park,,,OpenStreetMap,relation/3485584,https://www.openstreetmap.org/relation/3485584,0.95
osm_way_382710921,Riverbank Neighbors Park,park,urban_park,Chicago,IL,41.959085,-87.693944,outdoor,0,0,true,90,large,yes,unknown,https://www.riverbankneighbors.org/,,,OpenStreetMap,way/382710921,https://www.openstreetmap.org/way/382710921,0.71
osm_way_167141297,Riverpoint,park,urban_park,Chicago,IL,41.886503,-87.639041,outdoor,0,0,true,90,large,yes,unknown,,,,OpenStreetMap,way/167141297,https://www.openstreetmap.org/way/167141297,0.57
