interaction_id,user_id,activity_id,interaction_type,rating,event_date,weather_context,group_type_x,synthetic_x,home_city,home_state,preferred_categories,budget_usd,group_type_y,has_kids,indoor_outdoor_preference,wheelchair_need,synthetic_y,name,category,subcategory,city,state,lat,lon,indoor_outdoor,estimated_cost_usd_min,estimated_cost_usd_max,is_estimated,typical_duration_min,group_suitability,family_kids_suitable,wheelchair,website,phone,opening_hours,source,source_id,source_url,data_quality_score,city_match,state_match,indoor_outdoor_match,group_match,kids_match,wheelchair_match,budget_match,category_match,weather_condition,preferred_indoor_outdoor,recommendation_adjustment,note,weather_score,target,prediction
3190,202,996,3,5,424,2,2,True,9,1,148,25,2,False,1,False,True,3753,9,15,9,1,32.774094,-117.185892,1,0,25,True,90,0,0,2,2635,1027,656,0,996,996,0.53,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,5,4.997994
3185,202,6005,3,4,48,2,2,True,9,1,148,25,2,False,1,False,True,80,3,5,9,1,32.735163,-117.153723,0,12,25,True,135,1,1,2,2635,1027,656,0,6005,6005,0.65,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.001748
3186,202,4922,0,4,176,1,2,True,9,1,148,25,2,False,1,False,True,1825,9,8,9,1,32.722032,-117.13601,2,0,25,True,90,0,0,2,2219,823,656,0,4922,4922,0.95,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,3.9997017
3184,202,1314,1,4,313,2,2,True,9,1,148,25,2,False,1,False,True,5950,6,9,9,1,32.75384,-117.14593,0,0,0,True,75,1,1,2,2635,1027,113,0,1314,1314,0.9,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,3.9988062
3182,202,6798,0,4,197,3,2,True,9,1,148,25,2,False,1,False,True,4122,8,21,9,1,32.754618,-117.19731,2,0,0,True,90,0,1,2,2635,1027,42,0,6798,6798,0.9,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,4,3.9979222
3205,203,6698,0,5,306,0,2,True,8,6,393,0,2,False,0,False,True,4930,6,9,8,6,29.432443,-98.492835,0,0,0,True,75,1,1,2,32,408,486,0,6698,6698,1.0,1,1,1,0,0,0,1,1,0,0,0.15,0,0.15,5,5.005135
3201,203,6741,1,5,333,3,2,True,8,6,393,0,2,False,0,False,True,3810,6,9,8,6,29.445975,-98.496264,0,0,0,True,75,1,1,2,2635,1027,656,0,6741,6741,0.61,1,1,1,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0048904
3203,203,6751,1,5,556,3,2,True,8,6,393,0,2,False,0,False,True,4980,6,9,8,6,29.446492,-98.499875,0,0,0,True,75,1,1,2,2631,1027,93,0,6751,6751,0.88,1,1,1,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0046597
3209,203,5021,3,5,24,2,2,True,8,6,393,0,2,False,0,False,True,4332,8,21,8,6,29.440151,-98.454473,2,0,0,True,90,0,1,2,100,1027,11,0,5021,5021,1.0,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,5.0030937
3195,203,3710,1,5,10,0,2,True,8,6,393,0,2,False,0,False,True,327,8,21,8,6,29.419041,-98.525758,2,0,0,True,90,0,1,2,2167,1027,275,0,3710,3710,1.0,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,5.00222
3193,203,4991,2,5,85,3,2,True,8,6,393,0,2,False,0,False,True,4982,8,21,8,6,29.447036,-98.501603,2,0,0,True,90,0,1,2,2635,1027,19,0,4991,4991,0.9,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.001888
3198,203,6310,2,5,115,1,2,True,8,6,393,0,2,False,0,False,True,5797,8,21,8,6,29.430415,-98.513462,2,0,0,True,90,0,1,2,2201,1027,656,0,6310,6310,0.95,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.00173
3208,203,3307,3,5,554,0,2,True,8,6,393,0,2,False,0,False,True,2805,8,21,8,6,29.404377,-98.4292,2,0,0,True,90,0,1,2,2181,1027,275,0,3307,3307,1.0,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,5.00157
3196,203,6946,3,5,371,1,2,True,8,6,393,0,2,False,0,False,True,5196,8,21,8,6,29.432892,-98.41013,2,0,0,True,90,0,1,2,2635,1027,656,0,6946,6946,0.73,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,4.9969163
3206,203,6677,1,5,199,2,2,True,8,6,393,0,2,False,0,False,True,1406,8,21,8,6,29.441193,-98.49424,2,0,0,True,90,0,1,2,2172,1027,275,0,6677,6677,1.0,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,4.996477
3221,204,1655,2,5,353,0,2,True,0,3,290,75,2,False,1,False,True,137,0,1,0,3,42.362085,-71.098745,0,0,35,True,120,0,1,2,702,223,428,0,1655,1655,1.0,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,5.0065656
3226,204,4992,2,5,339,0,2,True,0,3,290,75,2,False,1,False,True,85,9,15,0,3,42.361162,-71.09016,1,0,25,True,90,0,0,2,2635,1027,656,0,4992,4992,0.85,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,5,5.000983
3223,204,4685,2,5,107,0,2,True,0,3,290,75,2,False,1,False,True,5578,7,11,0,3,42.375593,-71.061425,0,10,30,True,120,1,0,2,1822,761,656,0,4685,4685,0.95,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,5.0009427
3210,204,966,1,5,37,2,2,True,0,3,290,75,2,False,1,False,True,5584,6,9,0,3,42.358692,-71.057588,0,0,0,True,75,1,1,2,2635,1027,656,0,966,966,0.85,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,5,4.9990625
3213,204,4808,1,5,528,3,2,True,0,3,290,75,2,False,1,False,True,2703,0,14,0,3,42.368409,-71.083035,2,0,35,True,120,0,1,2,2635,1027,656,0,4808,4808,0.85,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,4.9979954
3214,204,213,0,5,286,1,2,True,0,3,290,75,2,False,1,False,True,4502,8,21,0,3,42.376728,-71.098139,2,0,0,True,90,0,1,2,2635,1027,656,0,213,213,0.53,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,5,4.9979386
3222,204,1191,1,5,512,1,2,True,0,3,290,75,2,False,1,False,True,1117,0,14,0,3,42.365875,-71.119436,2,0,35,True,120,0,1,2,2635,1027,656,0,1191,1191,0.57,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,4.9976106
3216,204,2043,2,4,355,2,2,True,0,3,290,75,2,False,1,False,True,2096,4,7,0,3,42.35246,-71.07294,0,0,20,True,75,1,0,2,1554,770,656,0,2043,2043,0.95,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0018744
3217,204,3281,2,4,564,0,2,True,0,3,290,75,2,False,1,False,True,6086,9,15,0,3,42.35937,-71.095129,1,0,25,True,90,0,0,2,2635,1027,656,0,3281,3281,0.85,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.0005517
3227,204,980,1,4,36,1,2,True,0,3,290,75,2,False,1,False,True,5219,6,9,0,3,42.350574,-71.077983,0,0,0,True,75,1,1,2,2635,1027,656,0,980,980,0.85,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,3.9984388
3239,205,6222,3,5,221,2,1,True,9,1,81,120,1,True,1,False,True,4944,7,11,9,1,32.727485,-117.153907,0,10,30,True,120,1,0,2,2241,1027,656,0,6222,6222,0.95,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,5.0046678
3234,205,1722,0,5,478,1,1,True,9,1,81,120,1,True,1,False,True,6048,7,11,9,1,32.70814,-117.146076,0,10,30,True,120,1,0,2,2568,1027,656,0,1722,1722,0.91,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0039825
3238,205,380,0,5,118,1,1,True,9,1,81,120,1,True,1,False,True,5768,7,11,9,1,32.753871,-117.196977,0,10,30,True,120,1,0,2,2635,1027,656,0,380,380,0.61,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.003243
3237,205,2488,1,5,512,3,1,True,9,1,81,120,1,True,1,False,True,4121,8,21,9,1,32.75438,-117.19757,2,0,0,True,90,0,1,2,93,1027,656,0,2488,2488,0.95,1,1,0,0,1,0,1,0,3,2,0.2,2,0.2,5,5.0023985
3230,205,1166,3,5,127,1,1,True,9,1,81,120,1,True,1,False,True,1013,8,21,9,1,32.790327,-117.147255,2,0,0,True,90,0,1,2,2635,1027,656,0,1166,1166,0.61,1,1,0,0,1,0,1,0,1,1,0.1,3,0.1,5,5.001691
3235,205,1147,1,5,557,2,1,True,9,1,81,120,1,True,1,False,True,3848,8,21,9,1,32.812549,-117.187257,2,0,0,True,90,0,1,2,2635,1027,656,0,1147,1147,0.65,1,1,0,0,1,0,1,0,2,0,0.25,1,0.25,5,5.0013394
3231,205,3558,3,5,399,0,1,True,9,1,81,120,1,True,1,False,True,1575,8,21,9,1,32.709649,-117.151456,2,0,0,True,90,0,1,2,2635,1027,656,0,3558,3558,0.57,1,1,0,0,1,0,1,0,0,0,0.15,0,0.15,5,5.0000534
3232,205,725,2,5,471,0,1,True,9,1,81,120,1,True,1,False,True,393,4,7,9,1,32.710871,-117.16089,0,0,20,True,75,1,0,2,2635,1027,656,0,725,725,0.77,1,1,0,0,0,0,1,0,0,0,0.15,0,0.15,5,4.9975004
3233,205,4413,2,4,227,1,1,True,9,1,81,120,1,True,1,False,True,5915,7,11,9,1,32.71374,-117.175226,0,10,30,True,120,1,0,0,1779,846,316,0,4413,4413,1.0,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,4,4.0348926
3236,205,3569,0,4,224,0,1,True,9,1,81,120,1,True,1,False,True,475,2,3,9,1,32.734739,-117.148124,1,0,25,True,90,0,0,2,2635,1027,656,0,3569,3569,0.69,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.0040894
3249,206,1190,2,5,547,2,1,True,11,7,650,25,1,True,1,False,True,6092,10,18,11,7,47.593154,-122.332904,0,20,80,True,150,1,0,2,2635,1027,656,0,1190,1190,0.53,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,5.004269
3245,206,2152,0,5,185,2,1,True,11,7,650,25,1,True,1,False,True,4647,2,3,11,7,47.655819,-122.308484,1,0,25,True,90,0,0,3,1715,1027,656,0,2152,2152,0.83,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,5,5.003242
3255,206,6164,2,5,451,1,1,True,11,7,650,25,1,True,1,False,True,4400,8,21,11,7,47.6085,-122.344825,2,0,0,True,90,0,1,2,2314,1027,22,0,6164,6164,1.0,1,1,0,0,1,0,1,0,1,1,0.1,3,0.1,5,5.0019937
3247,206,5999,2,5,431,3,1,True,11,7,650,25,1,True,1,False,True,4434,2,3,11,7,47.601861,-122.333923,1,0,25,True,90,0,0,3,2635,1027,656,0,5999,5999,0.85,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,5,5.001782
3260,206,3249,2,5,200,0,1,True,11,7,650,25,1,True,1,False,True,2558,8,21,11,7,47.598752,-122.315992,2,0,0,True,90,0,1,2,2288,1027,9,0,3249,3249,1.0,1,1,0,0,1,0,1,0,0,0,0.15,0,0.15,5,5.001432
3242,206,4450,2,5,121,3,1,True,11,7,650,25,1,True,1,False,True,2550,8,21,11,7,47.598597,-122.325716,2,0,0,True,90,0,1,2,2287,1027,656,0,4450,4450,0.95,1,1,0,0,1,0,1,0,3,2,0.2,2,0.2,5,5.0009427
3243,206,4452,1,5,54,2,1,True,11,7,650,25,1,True,1,False,True,1604,8,21,11,7,47.592932,-122.318548,2,0,0,True,90,0,1,2,2293,1027,269,0,4452,4452,1.0,1,1,0,0,1,0,1,0,2,0,0.25,1,0.25,5,5.000517
3256,206,5925,0,5,211,0,1,True,11,7,650,25,1,True,1,False,True,3726,8,21,11,7,47.620348,-122.305575,2,0,0,True,90,0,1,2,2305,1027,656,0,5925,5925,0.67,1,1,0,0,1,0,1,0,0,0,0.15,0,0.15,5,5.000267
3248,206,3653,0,5,161,3,1,True,11,7,650,25,1,True,1,False,True,894,8,21,11,7,47.617038,-122.31917,2,0,0,True,90,0,1,3,2635,1027,656,0,3653,3653,0.85,1,1,0,0,1,0,1,0,3,2,0.2,2,0.2,5,5.0001993
3259,206,5093,2,5,94,2,1,True,11,7,650,25,1,True,1,False,True,34,8,21,11,7,47.63648,-122.373318,2,0,0,True,90,0,1,2,2354,1027,656,0,5093,5093,0.95,1,1,0,0,1,0,1,0,2,0,0.25,1,0.25,5,4.999259
3277,207,5140,0,5,425,3,0,True,10,1,271,75,0,False,2,False,True,3967,4,2,10,1,37.775636,-122.419898,0,0,20,True,75,1,0,2,1807,1027,656,0,5140,5140,0.95,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,4.9972577
3278,207,2021,1,4,389,0,0,True,10,1,271,75,0,False,2,False,True,1577,5,13,10,1,37.756118,-122.430932,2,0,0,True,150,1,0,2,2635,1027,656,0,2021,2021,0.57,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.002807
3274,207,994,0,4,320,1,0,True,10,1,271,75,0,False,2,False,True,4986,9,6,10,1,37.74378,-122.428781,0,0,25,True,90,0,0,2,707,184,656,0,994,994,0.87,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,4.002362
3271,207,2165,0,4,71,0,0,True,10,1,271,75,0,False,2,False,True,5228,10,18,10,1,37.775694,-122.420439,0,20,80,True,150,1,0,2,2635,1027,656,0,2165,2165,0.57,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,4,4.002269
3269,207,1854,3,4,194,1,0,True,10,1,271,75,0,False,2,False,True,2859,7,11,10,1,37.785738,-122.429451,0,0,0,False,120,1,0,2,1819,725,240,0,1854,1854,1.0,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,4.0022016
3270,207,3709,1,4,254,3,0,True,10,1,271,75,0,False,2,False,True,3885,8,21,10,1,37.78007,-122.465013,2,0,0,True,90,0,1,3,2635,1027,12,0,3709,3709,0.9,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,4,4.0018077
3264,207,2180,0,4,498,1,0,True,10,1,271,75,0,False,2,False,True,5406,9,6,10,1,37.771485,-122.404913,0,0,25,True,90,0,0,2,2466,1027,656,0,2180,2180,0.75,1,1,0,0,0,0,1,0,1,1,0.1,3,0.1,4,4.0012236
3273,207,283,0,4,124,3,0,True,10,1,271,75,0,False,2,False,True,1372,10,18,10,1,37.783374,-122.41041,0,20,80,True,150,1,0,2,2635,1027,656,0,283,283,0.65,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,4,4.0011487
3261,207,4416,2,4,528,0,0,True,10,1,271,75,0,False,2,False,True,1263,8,21,10,1,37.743202,-122.420301,2,0,0,True,90,0,1,2,2635,1027,656,0,4416,4416,0.61,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.001116
3266,207,6346,3,4,103,1,0,True,10,1,271,75,0,False,2,False,True,6321,0,14,10,1,37.793543,-122.4071,2,0,35,True,120,0,1,2,2635,1027,656,0,6346,6346,0.61,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,4,4.000057
3285,208,6693,0,5,398,1,0,True,8,6,587,15,0,False,2,False,True,6327,9,8,8,6,29.428612,-98.428781,2,0,25,True,90,0,0,2,2635,1027,656,0,6693,6693,0.77,1,1,1,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0056524
3283,208,5717,0,5,406,1,0,True,8,6,587,15,0,False,2,False,True,978,6,9,8,6,29.4199,-98.434561,0,0,0,True,75,1,1,2,31,411,36,0,5717,5717,1.0,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.001735
3287,208,206,3,5,532,3,0,True,8,6,587,15,0,False,2,False,True,616,6,9,8,6,29.429285,-98.452423,0,0,0,True,75,1,1,3,184,415,472,0,206,206,1.0,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.001169
3281,208,6711,3,5,124,1,0,True,8,6,587,15,0,False,2,False,True,3325,8,21,8,6,29.428888,-98.472534,2,0,0,True,90,0,1,2,2186,1027,11,0,6711,6711,1.0,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,5,5.001122
3280,208,6698,0,5,27,1,0,True,8,6,587,15,0,False,2,False,True,4930,6,9,8,6,29.432443,-98.492835,0,0,0,True,75,1,1,2,32,408,486,0,6698,6698,1.0,1,1,0,0,0,0,1,1,1,1,0.1,3,0.1,5,5.0009065
3289,208,5593,1,5,526,0,0,True,8,6,587,15,0,False,2,False,True,1980,9,17,8,6,29.460334,-98.433728,1,0,25,True,90,0,0,2,2635,1027,656,0,5593,5593,0.57,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,4.99992
3282,208,6768,0,4,507,1,0,True,8,6,587,15,0,False,2,False,True,1533,8,21,8,6,29.405275,-98.399179,2,0,0,True,90,0,1,2,2175,1027,275,0,6768,6768,1.0,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,4,4.000867
3288,208,6271,1,4,499,2,0,True,8,6,587,15,0,False,2,False,True,3115,8,21,8,6,29.41305,-98.483451,2,0,0,True,90,0,1,2,2184,1027,275,0,6271,6271,0.96,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0008
3284,208,3864,0,4,469,2,0,True,8,6,587,15,0,False,2,False,True,4788,8,21,8,6,29.508728,-98.456981,2,0,0,True,90,0,1,2,2635,1027,656,0,3864,3864,0.53,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0004864
3290,208,4991,0,4,261,2,0,True,8,6,587,15,0,False,2,False,True,4982,8,21,8,6,29.447036,-98.501603,2,0,0,True,90,0,1,2,2635,1027,19,0,4991,4991,0.9,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,4,3.999242
3306,209,2564,0,5,236,2,0,True,1,2,225,15,0,False,2,True,True,4760,8,21,1,2,41.973951,-87.703726,2,0,0,True,90,0,1,2,1308,1027,656,0,2564,2564,0.95,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,5,5.0020924
3305,209,4240,1,5,309,2,0,True,1,2,225,15,0,False,2,True,True,3804,5,12,1,2,41.965449,-87.633423,2,0,0,True,150,1,0,2,1240,1027,652,0,4240,4240,1.0,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,5,5.001452
3300,209,3516,0,4,360,2,0,True,1,2,225,15,0,False,2,True,True,1735,8,21,1,2,41.800412,-87.59627,2,0,0,True,90,0,1,2,1182,1027,656,0,3516,3516,0.95,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0024347
3298,209,4308,0,4,457,3,0,True,1,2,225,15,0,False,2,True,True,1687,8,21,1,2,42.000491,-87.761245,2,0,0,True,90,0,1,2,1179,1027,656,0,4308,4308,0.95,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,4,4.0023794
3309,209,3790,0,4,466,0,0,True,1,2,225,15,0,False,2,True,True,455,8,21,1,2,41.804378,-87.658235,2,0,0,True,90,0,1,2,1140,1027,656,0,3790,3790,0.95,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.00228
3304,209,4582,2,4,127,3,0,True,1,2,225,15,0,False,2,True,True,6194,8,21,1,2,41.962258,-87.686273,2,0,0,True,90,0,1,2,1350,1027,656,0,4582,4582,0.95,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,4,4.00157
3308,209,2910,3,4,246,2,0,True,1,2,225,15,0,False,2,True,True,830,6,9,1,2,41.912562,-87.680341,0,0,0,True,75,1,1,3,1396,616,130,0,2910,2910,1.0,1,1,0,0,0,1,1,0,2,0,0.25,1,0.25,4,4.001461
3301,209,3726,2,4,60,2,0,True,1,2,225,15,0,False,2,True,True,2923,6,9,1,2,41.842097,-87.724838,0,0,0,True,75,1,1,3,1421,621,129,0,3726,3726,1.0,1,1,0,0,0,1,1,0,2,0,0.25,1,0.25,4,4.001137
3299,209,3247,1,4,245,3,0,True,1,2,225,15,0,False,2,True,True,4692,8,21,1,2,41.817893,-87.780121,2,0,0,True,90,0,1,2,2635,1027,656,0,3247,3247,0.57,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,4,3.9999878
3292,209,2823,2,4,206,0,0,True,1,2,225,15,0,False,2,True,True,3283,8,21,1,2,42.004611,-87.711118,2,0,0,True,90,0,1,2,2635,1027,656,0,2823,2823,0.85,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,3.998572
3313,210,6289,1,5,60,1,3,True,2,6,121,0,3,False,2,False,True,2991,8,21,2,6,32.809007,-96.801125,2,0,0,True,90,0,1,2,2635,1027,656,0,6289,6289,0.53,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,5,4.9993024
3310,210,6283,0,5,440,1,3,True,2,6,121,0,3,False,2,False,True,2991,8,21,2,6,32.799133,-96.811221,2,0,0,True,90,0,1,2,2635,1027,656,0,6283,6283,0.53,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,5,4.9992857
3316,210,6922,1,5,43,1,3,True,2,6,121,0,3,False,2,False,True,1605,8,21,2,6,32.768936,-96.765906,2,0,0,True,90,0,1,2,2635,1027,656,0,6922,6922,0.77,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,5,4.998954
3315,210,5762,1,5,345,0,3,True,2,6,121,0,3,False,2,False,True,1959,9,6,2,6,32.76198,-96.825821,0,0,25,True,90,0,0,2,2635,1027,656,0,5762,5762,0.57,1,1,0,0,0,0,1,1,0,0,0.15,0,0.15,5,4.960582
3312,210,1276,2,4,79,3,3,True,2,6,121,0,3,False,2,False,True,5728,7,11,2,6,32.77971,-96.80844,0,10,30,True,120,1,0,2,1644,58,633,0,1276,1276,1.0,1,1,0,0,0,0,0,1,3,2,0.2,2,0.2,4,4.0055995
3318,210,5760,1,4,512,0,3,True,2,6,121,0,3,False,2,False,True,4163,7,11,2,6,32.755815,-96.822576,0,10,30,True,120,1,0,2,2049,1027,4,0,5760,5760,1.0,1,1,0,0,0,0,0,1,0,0,0.15,0,0.15,4,4.004147
3314,210,5747,0,4,125,3,3,True,2,6,121,0,3,False,2,False,True,1410,9,6,2,6,32.800964,-96.782188,0,0,25,True,90,0,0,2,2635,1027,656,0,5747,5747,0.85,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,4,4.0010605
3317,210,5767,0,4,126,2,3,True,2,6,121,0,3,False,2,False,True,5558,9,6,2,6,32.835489,-96.750527,0,0,25,True,90,0,0,2,2635,1027,656,0,5767,5767,0.57,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,4,3.999864
3321,210,4406,3,4,541,0,3,True,2,6,121,0,3,False,2,False,True,2334,8,21,2,6,32.797253,-96.794586,2,0,0,True,90,0,1,2,2635,1027,656,0,4406,4406,0.77,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,3.99967
3311,210,5285,2,4,175,0,3,True,2,6,121,0,3,False,2,False,True,6206,8,21,2,6,32.780026,-96.826477,2,0,0,True,90,0,1,2,2635,1027,656,0,5285,5285,0.57,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,3.9994504
3325,211,2719,2,5,436,3,2,True,9,1,133,120,2,False,0,False,True,2623,2,3,9,1,32.728955,-117.152242,1,0,25,True,90,0,0,2,2635,1027,656,0,2719,2719,0.65,1,1,0,0,0,0,1,1,3,2,0.2,2,0.2,5,5.0020514
3322,211,101,0,5,76,2,2,True,9,1,133,120,2,False,0,False,True,2645,2,3,9,1,32.728727,-117.152858,1,0,25,True,90,0,0,2,2635,1027,656,0,101,101,0.53,1,1,0,0,0,0,1,1,2,0,0.25,1,0.25,5,5.001947
3323,211,6249,0,5,89,3,2,True,9,1,133,120,2,False,0,False,True,3551,7,11,9,1,32.741715,-117.157834,0,10,30,True,120,1,0,2,2635,1027,656,0,6249,6249,0.69,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,5,5.001469
3326,211,5645,2,5,527,3,2,True,9,1,133,120,2,False,0,False,True,5532,8,21,9,1,32.801404,-117.188439,2,0,0,True,90,0,1,2,2220,1027,656,0,5645,5645,0.83,1,1,0,0,0,0,1,0,3,2,0.2,2,0.2,5,4.9993753
3332,211,6481,0,5,511,1,2,True,9,1,133,120,2,False,0,False,True,129,3,5,9,1,32.767587,-117.148308,0,12,25,True,135,1,1,2,967,1027,656,0,6481,6481,0.95,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,5,4.9976573
3331,211,2294,3,4,93,2,2,True,9,1,133,120,2,False,0,False,True,3286,9,15,9,1,32.792463,-117.16974,1,0,25,True,90,0,0,2,2635,1027,656,0,2294,2294,0.53,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.000594
3330,211,4413,1,4,411,0,2,True,9,1,133,120,2,False,0,False,True,5915,7,11,9,1,32.71374,-117.175226,0,10,30,True,120,1,0,0,1779,846,316,0,4413,4413,1.0,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.0001426
3327,211,1311,3,4,569,0,2,True,9,1,133,120,2,False,0,False,True,573,6,9,9,1,32.793066,-117.081493,0,0,0,True,75,1,1,3,2635,1027,113,0,1311,1311,0.9,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.000043
3333,211,701,2,4,244,3,2,True,9,1,133,120,2,False,0,False,True,3094,9,6,9,1,32.776235,-117.147785,0,0,25,True,90,0,0,2,1658,989,359,0,701,701,1.0,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,4,3.9972448
3329,211,5896,2,4,380,2,2,True,9,1,133,120,2,False,0,False,True,3825,0,14,9,1,32.738625,-117.138936,2,0,35,True,120,0,1,2,2635,1027,656,0,5896,5896,0.65,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,3.9955025
3340,212,6348,1,5,240,2,0,True,11,7,124,15,0,False,0,False,True,5242,8,21,11,7,47.640903,-122.371445,2,0,0,True,90,0,1,2,2327,1027,656,0,6348,6348,0.91,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,5,4.9959316
3341,212,6248,0,5,60,3,0,True,11,7,124,15,0,False,0,False,True,1992,6,9,11,7,47.659285,-122.308073,0,0,0,True,75,1,1,3,1709,361,656,0,6248,6248,0.95,1,1,1,0,0,0,1,0,3,2,0.2,2,0.2,5,4.993304
3351,212,258,3,4,58,2,0,True,11,7,124,15,0,False,0,False,True,875,6,9,11,7,47.664043,-122.331193,0,0,0,True,75,1,1,2,2635,1027,464,0,258,258,0.9,1,1,1,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0080066
3349,212,1443,0,4,177,0,0,True,11,7,124,15,0,False,0,False,True,5719,6,9,11,7,47.596161,-122.322621,0,0,0,True,75,1,1,2,2450,337,623,0,1443,1443,1.0,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.0049634
3337,212,861,1,4,230,1,0,True,11,7,124,15,0,False,0,False,True,6152,6,9,11,7,47.616921,-122.33701,0,0,0,True,75,1,1,2,2605,368,208,0,861,861,1.0,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,4,4.0043964
3347,212,19,3,4,11,0,0,True,11,7,124,15,0,False,0,False,True,3243,6,9,11,7,47.651754,-122.310519,0,0,0,True,75,1,1,2,429,393,656,0,19,19,0.95,1,1,1,0,0,0,1,0,0,0,0.15,0,0.15,4,4.0023565
3352,212,4142,0,4,416,1,0,True,11,7,124,15,0,False,0,False,True,281,6,9,11,7,47.6492,-122.363876,0,0,0,True,75,1,1,2,815,323,376,0,4142,4142,1.0,1,1,1,0,0,0,1,0,1,1,0.1,3,0.1,4,4.001454
3345,212,5960,2,4,557,2,0,True,11,7,124,15,0,False,0,False,True,1151,8,21,11,7,47.659251,-122.319081,2,0,0,True,90,0,1,2,2264,1027,9,0,5960,5960,0.84,1,1,0,0,0,0,1,0,2,0,0.25,1,0.25,4,4.0006595
